aabad,Populated
mareech,Another name of the Sun (Who assumed form of suvarna mriga (golden deer) and help abduct Sita)
mareechi,Ray of light; Name of a star 
maresh,God 
marich,Another name of the Sun 
marine,Manu the great 
marine,Underwater
mariraj,A world king 
markanday,A devotee to Lord Shiva; A sage who wrote Devi Mahatmyam 
markandeya,A devotee to Lord Shiva; A sage who wrote Devi Mahatmyam 
markhandeyan,A devotee of Lord Shiva 
marmik,Intelligent; Influential; Insightful; Perceptive 
maro,Myself; Bitter
marsh,Steward; Patience; Deliberation 
marshan,Defence or of the sea; Patient 
martand,The Sun, Sun God 
martanda,The Sun; Sun God 
marthand,The Sun; Sun God 
maru,God
marudeva,Lord of the desert 
marudha,Place of farms 
marudu,King Marudu Pandiya
marut,Air; God of the wind; Another name for Lord Vishnu; Brilliant; Breeze; The storm God; Belonging to the wind 
marutatmaj,Most beloved like gems 
marutatmaja,Adored like gems 
maruth,Air; God of the wind; Another name for Lord Vishnu; Brilliant; Breeze; The storm God; Belonging to the wind 
maruthi,Lord Hanuman, Son of the wind, An epithet of Hanuman 
maruti,Lord Hanuman, Son of the wind, An epithet of Hanuman 
maruti,Another Name of Lord Hanuman
marvan,Braver Person in Tamil Literature
marvin,Famous friend 
marzuq,Blessed by God; Fortunate; Blessed
masar,Sapphire; Jewel; Emerald 
mashal,Torch, Lamp, Night Lamp, Light
mashik,Monthly
masili,TBD
masruq,Praiseworthy; Thankful
master,Perfect One; Excellent
mastikh,Naughty 
mat,Undorstood; Thought; Opinion; Honoured; Wanted 
mat,Gift of God
matanga,Sage; Advisor to Devi Lalita 
mateah,Honored; Desired; Liked 
matesh,Devoted Towards Mother
math,Bear; Jewel; Magnet 
mathan,Cupid; God of Love 
mathan,Cupid; God of Love
mathew,Gift of the Lord; A Legend Person
matheysh,Lord Shiva 
mathi,The Moon; Thought; Prayer; Mind; Decision; Respect; Will decision; Intelligence; Memory 
mathrudev,One who worships his mother; For one whom mother is the deity 
mathura,An ancient religious city 
mati,Gift of God, Spiritual Thought
matil,Intelligent 
matram,Earth; Literally
matre, 
matsendra,King of the fishes 
matsya,A Fish
matsyendra,Lord of the fish 
maudad,Allah's Banda
mauktik,Pearl 
maulesh,Chandra Mauleshawar (Lord Shiva) 
maulik,Precious; Valuable; Dear; Ultimate; Original; Essential ultimate 
maulik,Precious
maury,Dark skinned. 
maurya,King; Leader 
maurya,The King, Bitter
mavali,King Mahabali
mavee,Color blue 
mavji,Lord Krishna 
mawlik,The precious 
mawlik,The Precious
maya,Illusion
mayaan,Pure One
mayamanushyacharitra,The incarnation of the human form to establish Dharma 
mayan,Water source; Indifferent to wealth 
mayandi,The name of a supreme God who is well caring and loving 
mayang,Lord Moon; Pure One; Honesty
mayank,The Moon; Distinguished 
mayank,Lucky, Pure One, Lord Moon
mayanka,The Moon 
mayann,Pure One
mayas,Refreshment, Pleasure, Joy, M baby names 
maynak,A Himalayan Peak
mayon,The black God 
mayon marugan,Lord Murugan, Vishnu's nephew 
mayoor,Peacock 
mayoor,Peacock
mayoora,Peacock; Illusion 
mayuesh, 
mayuk,Brilliance; Brilliant; Splendor 
mayukh,Brilliance; Brilliant; Splendor 
mayukh,Ray of Light, Sun, Brilliant
mayur,Peacock 
mayuran,Lord Murugan, The one who has a peacock as his vehicle 
mayuresh,Karthikeya - son of Lord Shiva and Goddess Parvati, he travels on a peacock (Mayur); Lord of Peacock 
mayush,Lovable
mayuv,Mother and baby 
mazhilan,Give Happy to life 
mea,TBD
mebin,Brilliant 
medant,Danav ka ant karne vala 
medh,Goddess Saraswati
medhaj,Chief 
medhanidhi, 
medhansh,Who born with intelligence 
medhir,Wise; Intelligent
medura,Sweet
meehan,Suddh; Pure 
meelan,Union 
meelan,Union
meer,Chief; Mayor; Leader; King
meer,Chief; Worthy of admiration 
meeresh,Hindu God 
meet,Friend; Love
meet,Friend 
meetaan,Friend for ever 
meetraj,Kingdom of friends 
meetul,True friend; Balanced; Moderate 
meetul,True Friend
megh,Cloud; Thunder
megh,Cloud 
meghadri,Hill of cloud 
meghaj,Pearl 
meghaj,Pearl
meghajith, 
meghal,Fall of Cloud; Rain
meghan,Pearl; King of Clouds
meghanad,Son of Raavan, Megh means cloud and naad means sound, he was named so because a terrific thunder occurred when he took birth (Ravana's son, who made Laxman unconscious in the battlefield with his arro
meghanraj,Pearl 
meghashyam,Lord Krishna; Cloud dark 
meghdutt,Gift of clouds 
meghji,Cloud; Lord of the Sky
meghmalhar,Clouds; Raag for rains 
meghnad,A roar of clouds; Thunder 
meghraj,King of clouds 
megraj,An Epithet of Indra
mehaan,Cloud
mehan,Suddh; Pure 
mehat, 
mehith,Always Smiling
mehith,Always smiling 
mehraj,Meh means Moon Raj means Kingdom
mehroo,TBD
mehtab,The Moon
mehtar,Sweeper
mehul,Rain 
mekhal,Girdle; Belt
mekhal,Girdle; Belt 
melchi,My King / Counsel
mendha,Wise; Learned
menika,The Impossible Dream
meraman,Samndar 
meru,TBD
meru,A famous mountain in Hindu mythology; High point 
meshanth, 
meshanthan,Shantham 
meth,Companion
miciah,Gift from God
midesh,Love 
midhil,Kind Ness
midhil,Kind ness 
midhinesh,Lord Indra, King of Heaven 
midhun,A pair; A month of Kerala Midhunam 
midhush,Most bountiful; Liberal (Kind son of Indra)
miduensh, 
miha,Love 
mihaan,Great; Cloud
mihaan,Great; Man with best of qualities 
mihan,Cloud; Great; Best qualities 
mihar,Name of Lord Krishna
mihir,The Sun 
mihir,The Sun; Sunny; Sun Rays
mihirkiran,Sunray 
mihista, 
mihit,One of the names of The Sun in Indian mythology 
mihit,Name of Sun in Indian Mythology
mihul, 
mikesh,A Kind of Lord
mikesh,A Kind of Lord 
mikhael,One of the main angels of Allah 
mikhil,One who Complete the Completion
miki,Who is like God 
mikin,Strong 
mikin,Strong
miko,Beautiful; Blessed child; Smiling child 
mikul,Comrade 
mikul,Comrade; Victory of the People
miky,Who is like God 
milaan,To Meet
milan,Union; To meet 
milan,Meeting, Get Together, Union
milana,Union; Meeting; Contract; Beloved
miland,Bee
miland,Bee 
milap,Union 
milap,Union; Charitable
milesh,TBD
milind,Honey Bee, A Black Bee
milind,Honeybee 
milit,Comradeship 
milit,Comradeship
millan,To Meet; Favour; Miller; Grace
miloni,TBD
milun,Union 
milun,Union; Gracious
min,Fish, Shy, Truthful, Clever
minal,A Precious Stone
minesh,Leader of Fish, Lord of Fish
minhal,Beautiful Flowers 
minku,King of Heart
minnat,Request; Grace; Kindness; Favour
minnu,He is Great
minoshan, 
minto,Great
mintoo,Healthy; Strong
mintu,Healthy; Good; Strong 
mintu,Strong; Healthy; Good
mir,Chief; Worthy of admiration 
miraaj,Variant of Mi'raj; Ladder; Ascent
miraan,Princely
miraj,Place of Ascent
miransh,A small part of the ocean 
mirat,Mirror; Reflective 
mirat,Mirror
miren,Moon
mirikh,refers to the planet known as Mars in English. It also means “wolf” 
mirnal,Lotus
mirthvik, 
mirudul,Soft; Calm 
mirvaan,Relates to vastness (Mir - sea/ocean vaan - full of life) 
mirza,A Prince, Title for Mogul
misaal,Example
misal,Example; Copy; Torch; Light; Lightened; Sparkling; Shining 
misal,Example
misbah,Lamp; Light
mishal,Torch; Light
mishay,Smile
mishay,A variant of Michelle. Alternate spelling: Misha; Mishaye; Smile 
mishel,Light
mishil,Moon
mishkat,niche 
mishrak,Various; Varied; Indra's garden of paradise 
mishrit,Mix 
mishrita, 
mishry,Sweet; Brilliant 
mishu,Faithful; Honest
mishubh,Mera Shubh 
mishya, 
misri,Mixed Sweet; Egyptian
mistha,Sweet 
mit,Friend 
mit,Friendly; Warm
mitabhashini,Reticent and mellifluous speaker 
mital,Friendly; Friendship; Sweet 
mital,Friendship
mitali,Name of Lord Krishna; Friend
mitan,A Friend
mitang,First
mitang,Well defined body 
mitansh,Male friend 
mitanshu,Bordered; Friendly element 
mitanu,TBD
mitash,One with Limited Desire
miten,Male Friend
miten,Male friend 
mitesh,One with Few Desires, Money
mithil,Kingdom
mithil,Kingdom 
mithila,Kingdom 
mithilan,Sita Devi's kingdom 
mithilayush, 
mithilesh,The king of Mithila; Janak; Father of Goddess Sita 
mithin,Governor; Moment in time 
mithlesh,The king of Mithila; Janak; Father of Goddess Sita (King of Mithila, Father of Goddess Sita)
mithon,A pair; Couple 
mithra,Friend, Covenant, Treaty
mithran,The Sun 
mithren,The Sun 
mithresh,Peace-lover; Warm; Mediator 
mithreshvaran, 
mithreswar, 
mithu,Sweet; Loved One
mithul,Equal to Friend
mithul,Kingdom 
mithun,Gemini; Couple; Twins; Both
mitin,Moment in Time
mitin,Governor; Moment in time 
mitra,The Sun; Friend; Companion
mitra,Friend; The Sun 
mitrajit,Friendly 
mitran,Friend
mitrayu,Friendly 
mitryu,Death; Final Destination
mittali,Friendly 
mitthu,Sweet
mitthu,Sweet; One who speaks sweetly; Parrot; Measured 
mittoo,One who Speaks Sweetly; Parrot
mittoo,Sweet; One who speaks sweetly; Parrot; Measured 
mittu,Parrot
mittul,Measured
mittur,TBD
mitu,Worthy; Friend
mitul,Equal to Friend, Like a Friend
mitul,Faithful friend; Balanced; Moderate 
mitun,From Earth; Friendly
mitun,Couple or union 
mitva,Friend; Companion; Partner
mitvesh, 
mitwa,A Friend
mitwa,Companion; Beloved 
mivaan,Sunrays of God 
mivaan,Light of Sun; Sun Rays of God
mivan,Energy, Drive and Ambition
mo,Honoured
mod,Modesty; Happiness; Fragrance 
moda,Limited
modak,Pleasing
modak,Pleasing; Delightful 
modal,Enjoyment
modit,Delighted
modith, 
mogan,Sensitive, Feelings
moh,Love; Worldly attachment; Infatuation 
moh,Affection, Love
moha,God Krishna 
mohajit,Attractive 
mohak,Attractive; Infatuating; Handsome 
mohak,Captivating, Attractive, Charming
mohal,Attractive 
mohal,Attractive, Sweet, Lovable
mohan,Charming; Fascinating; Infatuating; Another name for Shiva and Krishna; Handsome 
mohan,Fascinating, Charming, Beauteous
mohana,Attractive, Enchanting, Charming
mohanan,Delightful 
mohanish,Lord Krishna; Attractive God 
mohanraj,Charming; Fascinating; Lord Krishna 
mohdeep,Attractive 
mohen,God Krishna 
mohen,God Krishna
mohik,Attractive
mohil,Attractive 
mohil,Love; Attractive
mohin,Attractive; Fascinating; Bewildering 
mohish,Modern
mohit,Ensnarled by beauty; Attracted; Infatuated; Bewildered 
mohit,Attracted, Fascinated
mohith,Ensnarled by beauty; Attracted; Infatuated; Bewildered 
mohith,Infatuated, Attracted
mohnish,Lord Krishna; Attractive God 
mohnit,Willing to Attract
mohon,Beautiful
mohul,Attractive 
mohul,Attractive
mokch,Blessed by God
moksh,Mukti; Emancipation; Liberation; Salvation; Another name for mount Meru 
moksh,Salvation; Freedom from Births
moksha,To Relieve; Free from Births
mokshad,Last of Moksha 
mokshagna,Presenter of Moksha (Relief); Son of Sun 
mokshajna,Lord name 
mokshal,Liberation; Salvation; Heaven 
mokshgna,Lord Shiva 
mokshi,Reliever
mokshin,Free from attachment; Seeking salvation; Liberated; Free 
mokshit,Moksh ki Ichchha rakhne wala; Liberation 
mokshith,Moksh ki Ichchha rakhne wala; Liberation 
mokxa,Free from Births
molay,Quite
molik,Valuable
monak,Moksha
monali,Special Smile
monali,Name of Goddess Durga 
monank,A Part of a Moon
monank,A part of a Moon 
monark,King of Government, Ruler
monark,A king 
monendra, 
moni,Silent
moni,Silent 
monick,Unique, One and Only, Powerful
monik,Cute; Advise
monil,Bird; Grils
monish,Lord of Mind; Lord Shiva
monish,Lord of mind; Attractive; Another name for Krishna 
monit,Smart, Intelligent, All in One
monit,Smart; Intelligent; All in One; Poison 
monith,TBD
monojit,Who wins the heart of people 
montesh,Mountain 
monti,Cute, A Stork, Palace
montu,Sweet; Lovely
montu,A sweet name 
monty,From the Wealthy Man's Mountain; …
monty, 
monu,Son; Cool
monvi,Peaceful
mookesh,Lord of the dumb; Another name for Lord Shiva; To liberate 
moon,Learned
moony,Reflects Love, Silent
moorthi,An idol; All auspicious Lord, Lord Vishnu; Statue 
moorti,An idol; All auspicious Lord, Lord Vishnu; Statue 
moosa,Prophet's Name; Desire; The Moses …
mora,Peacock
morad,Desire; Wish
moreshwar,Moreshwar or mayureshwar is one of ashthavinayaks (Lord Ganapati), Elephant headed God 
moriya,TBD
moriya,Teacher 
morya,King
morya,King 
moti,Pearl
moti,Pearl 
motilal,Pearl 
mouhit,Another Name of Krishna
mouli,Lord Shiva; Wearing; Head
mouli,Name of Lord Shiva; Crown of hair 
moulik,Valuable; Original; Chief
moulik,Precious; Valuable; Dear; Ultimate; Original; Essential ultimate 
moun,Quiet; Silent
mounesh,The salient God; Avatar of Lord Shiva 
mouni,Lord Shiva; Silent 
mounik,Silence
mounil,Always Extreme
mounish,Lord of mind; Attractive; Another name for Krishna 
mounith,Peace; Lord Murugan 
mourya,The Emperor
mourya,King; Leader 
mousam,Weather
moushimi,Seasonal 
mousum,Weather 
mouvian, 
movind,Good
movind, 
mowgli,The Jungle Boy; Cartoon Character
mox,Salvation (Moksha); Release
moxa,Free from Births, To Relieve
moxit, 
moxith,Liberation
moyash,My Glory; My Fame
mradul,Very Sweet Speaker
mridu,Soft, Gentle
mriduk,Gentle; Moderate
mriduk,Gentle; Soft 
mridul,Soft, Calm, Gentle, Kind Hearted
mridul,Tender; Delicate; Soft; Gentle; Water 
mridulraj, 
mridun,Gentle; Moderate; Soft; Lord Shiva
mridur,Water born 
mriga,A Deer
mriga,A female deer 
mrigaa,A Female Deer
mrigad,Animal devourer; Tiger 
mrigaj,Son of the Moon
mrigaj,Son of the Moon (Son of the Moon)
mrigalochan,With eyes like that of a deer 
mrigank,The Moon; Wind; Distinguished 
mriganka,The Moon; Wind; Distinguished 
mriganka mouli,Lord Shiva; Mriganka - the Moon, Mauli - the head; Diadem; Foremost; Crown; Hair ornamented and braided around the head; The Earth; A Chain made of rows of pearls separated by gold studs 
mrigasya,Lord Shiva; The zodiac sign of capricorn; Epithet of Shiva 
mrigesh,Lion 
mrinal,Like a Lotus; Lotus Stalk
mrinank,The Moon 
mrinanka,Moon 
mrinendra,Lion 
mrinesh, 
mrinmoy,Made of earth 
mrirunay,Earthly 
mrithun,Made to earth 
mrithvik,Deep thinker 
mritik,Made by Soil; Mother Earth
mritul,Softness; Delicate; Soft Soil
mritunjay,Lord Shiva; Conqueror of death 
mrityuanjaya,Lord Shiva; Conqueror of death 
mrityunjay,Lord Shiva; Conqueror of death 
mrudang,Musical instrument 
mruday,Soft; Affectionate
mrudhul,Beautiful; Smart; Soft 
mrudu,Soft
mrudun,Lord Shiva
mrug,Name of a bird 
mrugan,God Kartikeya
mrugan,It’s taken from Lord Murugan, which means Lord Karthikeya 
mrugank,Lion 
mrugha,Palu
mrugnesh,Lion 
mrunal,Lotus Stack
mrunamay, 
mrunmay,Earthly 
mrutavanarajeevana,Reviver of dead monkeys 
mrutyunjay,One who has won over death; One who is immortal 
mu,Admired, God of Vishnu / Shiva
muadh,Protected; Name of a Companion
mudeev,Old Man
mudgal,A Saint
mudgal,A saint 
mudil,Moonshine
mudil,Moonshine 
mudit,Happy; Satisfied; Pleased 
mudita,Happy
mudrik,Intelligent, Reasonable
mugdha,Tender; Innocent
mugesh,Lord Shiva
mugeshan,Happy long life 
mugil,Cloud
mugilan,King of Clouds 
mugundhan,Lord Krishna 
muhil,Clouds
muhil,Cloud 
muhir,Bewilderer; Passionate; Dazzling; Another name for the love 
muhsin,Beneficent, Charitable
mujeeb,Name of God; Responder; Responsive
mukesa,Lord of Liberation; Lord Shiva
mukesh,Lord of Liberation, Lord of Love
mukesh,Lord of the dumb; Another name for Lord Shiva; To liberate 
mukhar,Leader, Principal, Verbose
mukhesh,Cupid; Lord Shiva; Lord of joy 
mukhi,Cloud; To have Mouth Towards Like
mukil,Cloud
mukil,Cloud 
mukilan,Cloud we can Say it as a group of clouds before the rain 
mukku,Nose
muksith,A person who has the potential to attain spiritual enlightenment 
mukt,Freedom; Emancipated
mukta,God; A Pearl in Telugu
muktak, 
muktanand,Happiness of freedom 
muktananda,Liberated 
muktendra, 
muktha,Relived from All
mukti,Salvation; Freedom; Liberation
muktidaya,Bestowed of eternal bliss 
mukul,Bloom, Bud, Lovely, Mahendra
mukul,Bud; First bloom 
mukula,Bud
mukund,Lord Krishna, Name of Lord Vishnu
mukund,Name of Lord Vishnu; Freedom giver; Gem; Liberator 
mukundan,Lord Krishna 
mukundhan,Lord Krishna; Giver of liberation; Name of Vishnu or Krishna; A kind of precious stone; Name of Shiva 
mukunth,Name of Lord Krishna 
mukur,Mirror
mukut,Crown
mukut,Crown 
mulam,The Root of the Samsara Tree
mulark, 
mulji,Brave
mulkit, 
mulkraj,King 
mullinti,Lord Shiva 
mulya,Value
mumtaz,Conspicuous, Exquisite
muna,Wish; Desire
munal,One who enables someone to possess something; One who gives something 
mundakarama,Abode of happiness 
munduri,Grandson of Shiva (Grandson of Shiva)
muneendra,Best among saints 
munesh,Saint; Lord of Sages
munesh,With God; Lord Buddha; Chief of the army; Chief of the sages 
muni,Sage; Saint; Ascetic
muni,Sage 
muniandy, 
munikanta,Peace and cool 
munikrishna,Sage 
munindra,Best among saints 
munir,Shining, Sparkling, Luminous
muniraja,Lord Kuber 
muniraju,Lord Kuber 
munisansutasanstuta,Worshipped by sages 
munish,Lord of Sages; Lord Buddha
munish,With God; Lord Buddha; Chief of an army; Chief of the sages 
muniswaran, 
munjal,King of gujarat 
munna,Little boy 
munnit,Conqueror of the Mind; Honoured
munnu,Cute
murad,Prowess, Will, Purpose, Wish
muraj, 
murali,Flute, Lord Krishna
muralidhar,Lord Krishna, The one who bears the flute 
muralidhara,bearer of a flute 
muralimanohar,Lord Krishna; Attractive one who has a flute in his hand 
murari,Another Name of Lord Krishna
murari,Lord Krishna; Killer of the demon Mura 
murarilal,Lord Krishna, Murari, The beloved 
murat,Name of Allah; Crazy
murgan, 
murgesh,Lord Kartikeya; Lord Murugan 
murji,Brave
murli,The flute 
murli,Flute
