ramkumarie,TBD
ramkur,Pleaser of the Lord Rama
ramla,Prophet; Predictor of the Future
rammiya,Pleasing, Delightful, Beautiful
ramna,Sweet
ramneek,Beautiful
ramneek,Beautiful 
ramni,Beautiful; Loveable
ramnika,Pleasing; Delightful
ramnita,TBD
ramola,TBD
ramola,Who takes an interest in everything 
ramona,Advice, Decision
ramra,Splendor 
ramra,Splendour
ramrati,Beloved / Devotee of Lord Rama
ramuniqe,Beautiful Girl
ramvati,Goddess
ramya,Enchanting, Delightful, Enjoyable
ramyaa,Beautiful
ramyadevi,Name of an Apsara
ramyakumari,Parvati
ramyasri,Beautiful; Joyous
ran,Pleasing, Goddess of Storms
rana,Blessing, Elegant
ranamita,A Friend in Need; War Friend
ranamita,A friend in need 
rananjoy,Winner of War
ranchi,Charmed
randeep,Light; Bright
rane,Queen; Pure
ranee,Queen
raney,Queen
rang,Beautiful; Lovely 
rangammal,Splendour
rangana,A Flower; Happy
rangana,Loving; Pleasing; Cheerful 
rangat,Colourful
rangati,Lovable; Passionate; A musical raag 
rangavali,A Queen
ranginwala,Person of Colours
rangita,Happy; Charmed 
rangitha,Charmed
rangitha,Happy; Charmed 
ranhita,Quick; Swift
ranhita,Quick; Swift 
ranhitha,Swift
rani,Queen; Princess
rani,Queen 
rania,Contented, Queen
raniesha,Princess
ranisha,Rae Plus Aisha
ranit,Lovely Tune; Song; Joyful Song
ranita,Graceful; Tinkling; Lovely Tune
ranita,Tinkling; Voice; Audible; Cute and pretty 
ranitha,Tinkling; Cute and Pretty
ranitha,Tinkling; Voice; Audible; Cute and pretty 
raniya,Gazing; Delighted
ranjan,Enjoyment; Entertainment
ranjana,Delightful; One who entertains others; One who brings Joy to others; Fun; Pleasant and charming 
ranjanaa,Delight, Entertainment, Pleasant
ranjanbala,Enjoyment; Full of Joy
ranjani,Full of Joy, Pleasing, Attraction
ranjani,Delightful; One who entertains others; One who brings Joy to others; Fun; Pleasant and charming 
ranjanni,Pleasing; Full of Joy
ranjeet,The Delighted One; Victorious
ranjeeta,Adorned
ranjeeta,Adorned 
ranjeetha,Adorned
ranjeetha,Pleased; Adorned; Victorious; Coloured; Delighted 
ranjhana,Entertaining; Brightness; Delight
ranjhna,Entertaining, Colouring
ranjika,Exciting; One who Pleases
ranjika,Exciting; Plesant; Lovable 
ranjima,TBD
ranjina,Pleasant and Charming
ranjina,Delightful; One who entertains others; One who brings Joy to others; Fun; Pleasant and charming 
ranjini,Pleasing
ranjinni,Pleasing
ranjisha,The Lord of Night, Joyful
ranjit,Rule the State
ranjita,Adorned, Success, Amusing
ranjita,Pleased; Adorned; Victorious; Coloured; Delighted 
ranjith,Pleasing
ranjitha,Beautiful
ranjitha,Colorful and charming face; Smile 
ranjithaa,Charming / Colourful Face
ranjitham,Love
ranjna,Entertaining, Enjoyment
ranjni,Enjoyment; Entertaining; Joyful
ranjoo,Joyful; Pleasant; Pretty
ranju,Sweet; Pretty
ranju,Light of victory 
ranjudeep,Light of victory 
ranjudeep,Pleasant
ranjula,Charming; Pleasing
ranjusha,The Lord of Night
rankini, 
rankita,Charmed; Love
rannadevi,Wife of Lord Surya (Sun)
rannee,Queen
rannie,Queen
ranny,Queen
ranshu,Cheerful; Delighting
rantika,TBD
rantika,End 
ranu,Heaven
ranu,The heavens 
ranuska,Enjoyment
ranva,Pleasant; Delightful; Agreeable
ranva,Pleasant; Happy; Lovely 
ranvi,Smartness; Pleasing; Charming
ranvi,Large settlement 
ranvir,Runner
ranvita,Happy; Joyous 
ranvitha,Joyous
ranvitha,Happy; Joyous 
ranya,Pleasant, War Like, Gazer
ranya,Pleasant; Assertive; Aggressive 
ranzu,Delighting, Charming, Joyful
raphika,Raphika 
raqueliza,TBD
rarosa,Rose
rarshmita, 
rasagna,Sweet; Goddess Lalitha Devi
rasagnya,Prefect 
rasamani,Gem of a King
rasamanjari,TBD
rasana,Tongue 
rasanjna,River Ganga
rasbihari,Lord Krishna
raseeka,Full of Passion, Connoisseur
raseela,Entertaining; Soft-spoken
rasha,The First Drops of Rain
rasham,Traditions
rashami,Sun Rays
rasheeda,Wise, Mature, Conscious, Pious
rasheela,Interesting; Tasty
rashenthri,Innocence
rashi,Cute, Wealth, Money, Beautiful
rashi,The sign of the zodiac; Collection 
rashika,Descended from Royalty
rashika,Protector of all Gods; Connoisseur; Discerning; Elegant; Beautiful; Passionate 
rashila,Tasty
rashila,Very sweet 
rashim,Light; A ray of light 
rashim,Light
rashima,Radha
rashini,Splendour; Radiant; Glorious
rashiqa,Protector of all Gods; Connoisseur; Discerning; Elegant; Beautiful; Passionate 
rashita,Gilded
rashita,Gilded 
rashitha,Graceful; Peaceful 
rashma,Ray of Light
rashmi,Light; A ray of light 
rashmika,Ray of Light; Little Light Beam
rashmika,Ray of light 
rashmisreya,Sunrays also silk; Soft in Sanskrit 
rashmisreya,Sunrays; Silk; Soft in Sanskrit
rashmita,Sunlight, Beam of Moon
rashmita,Having light; Beaming; Stringed 
rashmitha,Prakasha 
rashmy,Sun Rays
rashna,A Ray of Light; Girdle; Rectitude
rashni,A Judge; Affectionate
rashpal,All Loving; Purity; Love
rashu,Beautiful
rashvika,Princes; Queen of World
rashwina, 
rasiga,Fan
rasika,Protector of all Gods; Connoisseur; Discerning; Elegant; Beautiful; Passionate 
rasika,Connoisseur, Full of Passion
rasikapriya,Name of a Raga 
rasila,Very sweet 
rasini,Lovable; Composed
rasita,Gilded
rasluni,Rope; Ray of light 
rasma,Ray of Light; Smooth; Silk
rasmeen,Well-established; Well-founded; Stable; Steady; Queen 
rasmeen,Well-established, Well-founded
rasmeet,Beautiful Princess
rasmi,Ray of light or the sunrays; Silken; Full of light 
rasmi,Beam of Moon, Sunlight
rasmita,Beam of Moonlight; Sunlight
rasmy,Glow; Beam of Moon; Ray of Light
rasna,The tongue; Relishing; Taste 
rasna,The Tongue; Taste
rasnika,Full of Feelings
raspriya,A Gopi
rasvali,Full of Nectar; Delighting
rasvitha,Sunshine
rasvitha,Sunshine 
raswitha, 
rasya,With essence; Sentimental; Full of feelings; Juicy 
rasya,Rose; Flower Name
ratan,Ornament, Jewel
ratana,Pearl; Precious stone or gem 
ratana,Crystal, Gem, Jewel
ratani,Precious Stone; Like a Diamond
ratanjali,Red sandal wood 
ratanjali,Red Sandal Wood
ratanmala,Necklace of Gems
ratanya, 
ratchika,Protector; Saviour
rathanya,Gem; Crystal; Precious Stones 
rathi,A Ray of Light
rathidevi,Consort of Cupid; Love; Joy 
rathidevi,Holly Goddess of Kama
rathika,Satisfied; Love; Attachment or pleasure; Happy 
rathika,Satisfied
rathimeena,Beautiful Eye
rathinadevi,Connoisseur
rathinaprabha,Ray
rathna,Pearl; Precious stone or gem; Jewel; Best; Gift; Riches 
rathna,Diamond; Pearl
rathnabai,Praise; Gem; Gold; Pearl
rathnamala,Necklace of Gems; String of Pearls
rathnika,Princess of Jems
rathy,Beautiful
rathyni,Satisfied
rati,Consort of Cupid (Kamdev); Love; Pleasure; Desire; An Apsara or celestial 
rati,Most Beautiful Lady
ratidevi,Love Goddess; Wife of Kaamadeva
ratika,Satisfied; Love; Attachment or pleasure; Happy 
ratika,Love, Attachment, Pleasure
ratima,Fame 
ratima,Fame
ratisha,Lord of Attraction
ratna,Jewellery; Precious Stone; Gem
ratna bala,Jewelled 
ratna prabha,Radiation from the diamonds; Lustrous Jewel 
ratna priya,Lover of Jewels; Adorned 
ratnabali,A bunch of gems 
ratnabali,String of Pearls
ratnah,Precious Stone; Gem; Crystal
ratnajyothi,Light from a Jewel; Lustrous Jewel 
ratnajyoti,Light from a Jewel; Lustrous Jewel 
ratnajyoti,Lustrous Jewel
ratnajyouti,Light from a Jewel; Lustrous Jewel 
ratnajyouti,A Very Beautiful Woman
ratnalekha,Splendor of jewels 
ratnalekha,Splendour of Jewels
ratnali,A jewelled 
ratnali,Bejewelled; A Jewelled
ratnam,Diamond; Jewel
ratnamaala,Strring of Pearls
ratnamala,String of pearls 
ratnamala,String of Pearls; Necklace of Gems
ratnangi,Jewel-bodied
ratnangi,Jewel bodied 
ratnaprabha,Radiation from the diamonds; Lustrous Jewel 
ratnapriya,Lover of Jewels; Adorned 
ratnapriya,Lover of Jewels
ratnashu,The Earth
ratnavali,A bunch of gems 
ratnavali,Bunch of Gems; Earth
ratnavathi,Earth 
ratnawali,A bunch of gems (Wife of the famous poet Named Tulsidas)
ratnawali,TBD
ratnesh,Diamond; Lord of Jewels
ratnika,Little Gem; Princess of Jems
ratri,Night; Bow
ratri,Night 
ratti,Wife of Kamdeva
rattna,Pearl Stone, Diamond, Gem
ratu,Queen, Truthful, True Speech
ratuja,Season; Daughter of Truth
raudramukhi,One who has a fierce face like destroyer Rudra 
raudramukhi,Fierce Face Like Destroyer Rudra
raudri,A Garland of Gems
raunka,Delight; Bright
raushani,Brightness; Light; Brilliance; Law 
raushni,Splendour, Light
ravaani,Spirit; Soul
ravali,A sound came from Murali 
ravali,A Way of Sound; Cute; Eshwara
ravani,Spirit; Soul
ravee,River; The Sun; First Ray of Sun
raveen,Pretty; Blackbird
raveena,Sunny; Bright; Fair 
raveena,Bright; Sunny; Beauty of the Sun
raveeta,Daughter of Sun God
ravena,Bright; Beauty of the Sun; Raven
ravi,Sun; Name of River
ravichandrika,A Garland of Gems, Glory of Sun
ravieena,Beauty of the Sun, Bright, Sunny
ravija,Daughter of the Sun, Born of the Sun; Another name for the river Yamuna 
ravija,Sun, Daughter of the Sun
ravika,Part of Sun Rays; Like a Sun Rays
ravikala,TBD
ravikiran,Rays of Sun Light
ravina,Sunny; Bright; Fair 
ravina,Sunny; Beauty of the Sun
ravinasri,Beauty of Sun; Bright Light
ravinder,Sun God
raviprabha,Light of the Sun
raviprabha,Light of the Sun 
ravipriya,Red lotus flower 
raviranjan,Delights to the Sun
ravisa,Desired by the Sun
ravishta,Loved by the Sun
ravita,Band; Bond; Link nexus 
ravita,Daughter of Sun God
ravitha, 
raviyanki,Sunshine (Daughter of the Sun God)
raviyanki,Daughter of the Sun God; Sunshine
ravva,Beauty
ravya,Relating to Sun; Worshipped
ravyanki,Sunshine
rawaana,TBD
rawaani,Soul; Spirit
rawani,Soul; Spirit
rawdha,Garden, A Bunch of Gems, Meadow
rawina,Beauty of Sun; Sunny
raxa,Protection
raxita,Protector
raxitha,Guardian; Protector
raya,Flow, Sated with Drink
raya,Flow; Sated with drink 
rayana,Rainbow; Rain
rayantika,TBD
rayasena,Royal Army
rayesha,Knowledgeable
rayhanaa,Aromatic Sweet Basil
rayi,Wealth, Treasure, Goods
rayna,Queen; Pure; Purity; Holy Dust
raysha,Beautiful Angel of God
rayva, 
razni,Queen of Night, Dark One
razvi,Wealthy
razwa,Look; Blessed with beauty; Shape; Beauty; The Earth; Silver 
rddhi,A Classical Melody
rea,Poppy, Earth, In Greek Myth
rea,Rich or from Hadria; Gem; Goddess Lakshmi; Graceful; Singer 
reaanshi,TBD
reahana,Sweet Basil
reanu,Universe; Beauty; Earth
reava,The Sacred Narmada, Riverbank
rebha,Singer of Praise
rebha,Sings praises; Favorite of the devotees or Lord Shiva 
rechal,Innocent lamb 
rechal,Responsible
recika,Protector of all Gods; Connoisseur; Discerning; Elegant; Beautiful; Passionate 
recika,Lovable
redansha,Part of Heart
redha,Lover of Krishna
redha,Elf counsel 
reeanki,Re-creation of Lord / God
reecha,Chants, Hymn
reeday,Heart
reedaya,Heart
reedhima,Goddess Laxmi, Pearl
reedisha,Satisfy
reeha,Air; Smell
reeha,Destroyer of enemies; Star 
reehanshiks,Sweet
reeja,Lord
reeja,Goddess Lakshmi; Good news; Desire; Hope 
reejh,Dedication; Wish
reeju,Queen; Servant of Allah
reela,Beautiful 
reem,Gazelle, White Antelope
reema,Goddess of Durga, White Antelope
reema,Goddess Durga; A wife; The Goddess of fortune, Good luck, Riches, Splendor, Vermilion, Red Earth; Name of An Apsara; Epithet of Mahalakshmi; A woman 
reemsha,Bunch of Flowers
reena,Artistic; Gem; Dissolve; Reborn
reenadevi,Flow; Sated with Drink
reenal,Pleased; Satisfied
reenarani,TBD
reenasri,TBD
reeni,Peaceful
reenika,Song
reenku,Re-creation
reenu,Amiable and Cooperative
reenu,Atom; Dust; Sand; Pollen 
reepa,TBD
reepal,Love; Merciful or compassionate 
reepal,Love
reesha,Feather; Line; Saintly 
reesha,Feather, Sanity
reeshika,Saintly; One who is Knowledgeable
reet,Pearl; Tradition; Rule
reeta,Pearl, Variant of Rita
reeta,Pearl; Way of life; Empty; Precious; Honoured 
reetadevi,Pearl; Variant of Rita
reetama,Pearl 
reeth,Traditions, Goddess Durga
reethana,Sweet Saffron
reethana,One who is endowed with immense capabilities; Name of Goddess Saraswati 
reethi,Method; Manner 
reethiksha,Goddess of truth 
reethu,Season; Gem
reethuchandra,TBD
reeti,Culture, Traditional, Course
reeti,Method; Wealth; Protection; Conduct; Auspiciousness; Memory; Well being 
reetika,Joy; Of a truth; Generous; A small flowing river or stream; Truthful 
reetika,TBD
reetisha,Goodness of Truth
reetu,Season
reetul,According to Season
reeva,Tied; Joined; Beauty
reeva,River; A star; Agile; Quick; Another name for Kaali and the river Narmada 
reevaa,Beauty; Joined
reevani,Ambitious; Having Fairness
reewa,Beauty; Tied
reeya,Rich or from Hadria; Gem; Goddess Lakshmi; Graceful; Singer 
regani,Ruling the World
regina,Queen; Purple Flower
reguna,Soul Freedom
reha,Star
reha,Destroyer of enemies; Star 
rehana,Sweet Basil; Sweet smelling plant 
rehana,Fragrance, Air
rehanaa,Air of Heaven, Fragrance
rehani,Sweet Smell; From Kikuyu
rehanna,Sweet Basil
rehanshi,Sweet Basil
rehanshi,Sweet Basil 
rehansi,Good Luck
reheila,One who shows the way 
reheila,One who Shows the Way
rehma,Silk; Mercy of God
rehnugha,TBD
rehnugha, 
rehwa,Ancient Name of River Narmada
reia,Queen
reikha,Artwork; Line
reima,Pleasing; Wise Protector
reimi,Loved; Pleasant; Compassionate
rein,Night
reina,Night, A Queen, Form of Regina
reinan,Night; Pure; Raining
reinisha, 
reja,Goddess Lakshmi; Good news; Desire; Hope 
rejani,Night 
rejani,Night
reji,Rejoice
reji,Rejoice 
rekah,Line
rekha,Star, Line, Artwork, Beauty
rekha,Line 
rekitha, 
rema,Goddess Durga; A wife; The Goddess of fortune, Good luck, Riches, Splendor, Vermilion, Red Earth; Name of An Apsara; Epithet of Mahalakshmi; A woman 
reman,Song 
remanika,TBD
remanika,Idealistic and dramatic qualities 
remi,Oarsman 
remika,Pure Beauty
remitha,Pleasing; Loved; Happy 
remitha,Pleasing; Loved
remmi,Love; Peace
remya,Delightful, Charming, Beautiful
remya,Beautiful 
rena,Graceful, Of the Sea, Born Again
rena,Cute; Gem; Joyous song; Melted; Dissolved; Rebirth; Clear; Bright 
rency,To be Reborn; Greek
rency,To be reborn greek 
renee,To be reborn (Celebrity Name: Sushmita Sen)
reneeka,Song 
reneeka,Song
reneeta,Resistant
renesh,Lord of Love
renita,Love; Reborn
renji,To make Happy 
renji,Joyful; To Make Happy
renjini,Delightful; One who entertains others; One who brings Joy to others; Fun; Pleasant and charming 
renjini,Pleasing
renjith,Goddess Lakshmi
renjoo,Lord Krishna
renju,Joyful
renn,Night; Sunlight
renna,Dissolve; Artistic; Reborn; Night
rennu,Beauty; Earth; Universe; Grace
renoo,Earth; Universe; Atom
renouka,Born of Dust
rensi,Brilliant
rensy, 
renu,Atom; Dust; Sand; Pollen 
renu,Beauty, Grace, Atom, Universe
renuga,Goddess Durga; Mother 
renuga,Mother
renugadevi,Moonlight; Goddess Durga / Parvati
renuka,The mother of Parasurma; The sixth incarnation of Lord Vishnu; Born of dust 
renuka,Born of Dust, Moonlight
renukadevi,Moonlight; Goddess Durga
renukha,Another Name of Yellama Devi
renukhadevi,TBD
renupriya,TBD
renusha, 
renushri, 
renusree,Grace; Beauty
renusri,Rays of Sun
renzy,Antariksh 
renzy,The Heart of God
repunzal, 
resam,Silk
resha,Feather; Line; Saintly 
resha,Line
reshal,Special
resham,Silk 
resham,Silk
reshami,Soft; Silken
reshavi,Peace; Beauty of Goddess
reshi,Goddess Durga 
reshika,Silken; Saintly; Pious; Learned 
reshika,Light; Bright Eyes
reshita,First Ray of Sun
reshitha,Rising of End; Beginning; The First Fruits; First Ray of Sun 
reshitha,Rising of End, Beginning
reshma,Silken 
reshma,Silk; Atom; Silken
reshmaa,Silk
reshman,Of Silk; Soothing
reshmi,Ray of light or the sunrays; Silken; Full of light 
reshmi,Silken; Silky
reshmitha,Responsible and stable 
reshmithashree,Silk
reshmy,Silken; Silky
reshu,Pure soul 
reshu,Pure Soul
resigna,Daughter of Goddess Lakshmi
resika,Lovable
resma,Silk; Smooth; Soft; Beauty
resmi,Ray of light or the sunrays; Silken; Full of light 
resmi,Smooth; Silk
ret,Sand
reth,Sand
retham,Music; Tune
rethanya,One with Great / Loving Heart
rethi,Sand
rethika,A small river; Stream 
rethika,God; Very Careful
rethnya, 
rethushana,Goddess Laxmi 
rethushana,Goddess Laxmi
reti,Sand
retica,Pretty, Movement
retika,TBD
retikaa,TBD
retwika,Moon, Beauty of Seasons, Princess
rev,The Sacred Narmada River
reva,Sweat Heart, A Star
reva,River; A star; Agile; Quick; Another name for Kaali and the river Narmada 
revanchi, 
revani,Repeat Speech / Words / Voice
revanthi,Beautiful 
revanthi,Beautiful
revanthika,Satisfaction 
revanti,Beautiful, Lord Sun (Surya)
revatee,Silk
revathi,Wealth; A star; Constellation; Musical Raagini 
revathi,An Star, Wealth, Cute
revathy,Wealth; A star 
revathy,Star; Wife of Moon
revati,Wealth; A star; Constellation; Musical Raagini 
revati,Wife of Balarama, A Star
revaya,The Sacred Narmada River
reveka,Captivating 
revtee,Prosperity, Silky
revti,Name of a River, Prosperity
rewa,Swift
rewa,River; A star; Agile; Quick; Another name for Kaali and the river Narmada 
rewanshi,Part of Lord Vishnu
rewati,Wealth; A star; Constellation; Musical Raagini 
rewati,Name of a River
rewti,Name of a River
reya,Queen, Angel, Graceful, Singer
reya,Rich or from Hadria; Gem; Goddess Lakshmi; Graceful; Singer 
reyaana,Jasmine Flower
reyanika,Beautiful; Pure
reyansha,A Part of Sun; Beam of Light
reyanshi,Ray of Light
reyansi,Ray of Light; Part of Sun
reyaz,Practise
reyi,Night
reyka,Variant of Rayka / Ryka
reyna,Queen 
reyna,Queen; Form of Regina
reynan,Night; Raining; Pure
reynie,Rain; Monsoon
reyona,Gift of God
reyya,Graceful, Queen, One who Sings
reza,Summer; From Theresa; Reaper
rezhitha,Brilliant
rhada,Love; Feeling
rhea,To Flow, Stream, Flowing, River
rhea,Stream; Singer; River; To flow; Poppy flower to flow 
rheana,Graceful
rheem,Name from Divine Mantra
rheeya,Singer; Graceful; One who Sings
rheeya,Singer; Graceful 
rhesha,Divine Beauty
rhia,Good Heart
rhiday,Heart
rhidayanshi,Part of Heart; From the Heart
rhidima,Prosperity; Full of Love
rhim,White Antelope
rhishita,One who Brings Happiness, Joyful
rhithika,Joy; Of a truth; Generous; A small flowing river or stream; Truthful 
rhithika,Flowing Water, Generous, Season
rhitika,Generous
rhitu,Season
rhoma,Goddess Lakshmi, Sensitive
rhonj,Neel Gaay; Blue Cow
rhonna,Mighty; Wise Ruler
rhu,Soul
rhudai,Heart
rhudaina,Part of Heart
rhuddhi,With Great Fortune / Fame
rhudhi,TBD
rhudri,Worship Offering to Lord Shiva
rhutu,Season 
rhutu,Season
rhutvi,New Path Founder, Blossom
rhutvika,TBD
rhuvekshaya, 
rhyah,Queen of the Sun
rhydm,Instrumental
rhythm,Music Flow; Taal; Sur
rhythma,A Music (a Node of Music)
ria,Singer, Love, To Flow, Earth
ria,Rich or from Hadria; Gem; Goddess Lakshmi; Graceful; Singer 
riaana,One who Removes Poverty
riaanshi,Joyful; Happiness; Cheerful
riana,Rich or from Hadria; Dissolved 
riana,Love, Happiness and Luck, Queen
rianchi,Cheerful
riancy,Happiest
rianka,Re-creation
rianki,Re-creation of God
rianksha,TBD
riansha,Ray of Sun; Happiness
rianshi,Cheerful; Happiness
rianshika, 
riansika, 
ribha,Sings praises; Favorite of the devotees or Lord Shiva 
ribha,Lion Face
ribhya,Worshipped 
richa,Hymn; The writing of the Vedas; The collected body of the Vedas; Brilliance 
richa,Chants, Hymn
richal,Creative, Resourceful, Decisive
richi,Rich 
richi,Fair; Wealthy
richika,Creator; Mirage or Ray; One who praises; One who knows hymns 
richika,Rich, Celebrating
richita,The Writing of the Vedas, Hymn
